Year,area,season,lat,lon,hbf,BUM,sets,fleet
2012,N,2,0.5,5.5,10,8,20,2
2012,N,2,12.5,-21.5,10,0,3,2
2012,S,2,-4.5,5.5,10,3,20,2
2012,S,2,-4.5,7.5,10,2,20,2
2012,S,3,-17.5,7.5,10,2,94,2
2012,N,3,18.5,-18.5,10,3,29,2
2012,N,3,17.5,-22,10,2,20,2
2013,S,1,-11.5,2.5,10,0,20,2
2013,S,4,-15.5,6.5,10,0,20,2
2013,S,4,-15.5,9.5,10,0,5,2
2013,S,4,-17.5,8.5,10,0,20,2
2013,N,4,13.5,-32.5,10,3,27,2
2013,N,4,5.5,-34,10,0,2,2
2013,N,4,44.5,-54.5,10,0,3,2
2013,N,1,6.5,-27.5,10,5,20,2
2013,N,2,12.5,-42.5,10,37,73,2
2013,S,2,-17.5,2.5,10,1,9,2
2013,S,2,-42.5,7.5,10,0,20,2
2013,S,2,-41.5,3.5,10,0,20,2
2013,S,2,-43.5,-3.5,10,0,20,2
2013,S,3,-17.5,5.5,10,0,20,2
2013,S,3,-22.5,1.5,10,0,20,2
2013,N,3,12.5,-22.5,10,6,47,2
2013,S,3,-5.5,10.5,10,0,12,2
2013,S,3,-6.5,8.5,10,0,1,2
2013,N,3,16.5,-28.5,10,4,20,2
2013,N,3,47.5,-46.5,10,0,17,2
2014,N,1,14.5,-34.5,10,4,20,2
2014,S,4,-8.5,2.5,10,0,9,2
2014,N,4,17.5,-32.5,10,5,26,2
2014,S,4,-17.5,1.5,10,3,46,2
2014,S,1,-8.5,4,10,0,20,2
2014,N,1,7.5,-22.5,10,5,20,2
2014,N,2,12.5,-38.5,10,4,20,2
2014,N,2,5.5,-23.5,10,2,20,2
2014,N,2,8.5,-32.5,10,5,23,2
2014,N,2,12.5,-27.5,10,9,67,2
2014,S,3,-18.5,9.5,10,0,20,2
2014,S,3,-17.5,5.5,10,0,20,2
2014,S,3,-15.5,5.5,10,0,20,2
2015,S,4,-22.5,2.5,10,0,20,2
2015,S,4,-32.5,7.5,10,0,1,2
2015,N,4,45.5,-48.5,10,0,20,2
2015,N,1,14.5,-33.5,10,5,20,2
2015,N,1,9.5,-20.5,10,0,14,2
2015,S,2,-8,-2.5,10,2,12,2
2015,S,2,-44.5,-4.5,10,0,20,2
2015,S,2,-43.5,-2.5,10,0,20,2
2015,S,2,-42.5,-4.5,10,0,20,2
2015,S,3,-28,1.5,10,0,8,2
2015,S,3,-20.5,4.5,10,0,17,2
2016,N,1,0.5,-19.5,10,0,1,2
2016,S,4,-19.5,0.5,10,0,20,2
2016,S,1,-12.5,-12.5,10,5,16,2
2016,N,1,5.5,-28,10,9,20,2
2016,N,1,7,-37,10,0,2,2
2016,N,3,19.5,-32.5,10,6,20,2
2017,N,1,7.5,-27.5,10,15,54,2
2017,N,4,47.5,-47.5,10,0,29,2
2017,N,4,12.5,-77.5,10,17,15,2
2017,S,4,-7.5,2.5,10,0,20,2
2017,S,1,-11.5,-11.5,10,0,11,2
2017,N,1,18.5,-29.5,10,2,11,2
2017,N,1,6.5,-22.5,10,2,20,2
2017,S,2,-40.5,-3.5,10,0,20,2
2017,S,2,-33.5,2.5,10,3,23,2
2017,S,2,-44.5,-9.5,10,0,20,2
2017,S,2,-43.5,-8.5,10,0,20,2
2017,N,2,13.5,-78.5,10,24,25,2
2017,S,2,-37.5,3.5,10,0,3,2
2017,N,2,13.5,-21.5,10,2,19,2
2017,S,3,-16.5,6.5,10,0,20,2
2017,S,3,-20.5,1.5,10,1,20,2
2018,N,1,17,-22.5,10,5,20,2
2018,S,4,-7.5,-28.5,10,2,7,2
2018,N,4,2.5,-26.5,10,1,5,2
2018,S,1,-10.5,-2.5,10,1,20,2
2018,N,1,1.5,-18,10,20,84,2
2018,S,2,-17.5,2.5,10,4,20,2
2018,N,2,4,-26.5,10,0,2,2
2018,S,2,-23.5,6.5,10,3,20,2
2018,S,2,-22.5,7.5,10,1,20,2
2018,S,2,-20.5,7.5,10,2,20,2
2018,S,2,-40.5,-3,10,0,20,2
2018,N,3,16.5,-32.5,10,1,5,2
2018,N,3,13.5,-22.5,10,2,20,2
2018,N,3,23.5,-26.5,10,3,8,2
1990,S,1,-8.5,-14,24,29,20,2
1990,S,1,-9.5,-24.5,24,53,20,2
1990,S,4,-8.5,-12.5,24,1,1,2
1990,S,4,-7.5,2.5,24,11,36,2
1990,S,4,-4.5,-6.5,24,9,20,2
1990,N,4,8.5,-18.5,24,2,5,2
1990,S,4,-7.5,-22.5,24,38,26,2
1990,S,1,-5.5,-13.5,24,12,20,2
1990,S,1,-7.5,-11.5,24,10,20,2
1990,S,1,-6.5,-12.5,24,10,20,2
1990,S,1,-7.5,-17.5,24,21,20,2
1990,S,1,-6.5,-17,24,17,20,2
1990,N,1,34.5,-7.5,24,0,1,2
1990,N,1,7.5,-23.5,24,27,40,2
1990,S,2,-5.5,-17.5,24,31,20,2
1990,N,2,35.5,-14.5,24,0,1,2
1990,S,2,-5.5,-11.5,24,7,11,2
1990,S,2,-9.5,-19.5,24,45,20,2
1990,N,2,38,-22.5,24,2,4,2
1990,S,3,-7.5,-21.5,24,19,20,2
1990,S,3,-6,0,24,4,4,2
1990,N,3,3,-12.5,24,14,28,2
1990,S,3,-7.5,8.5,24,2,10,2
1990,S,3,-1,-22.5,24,27,20,2
1990,S,3,-2.5,-26.5,24,24,20,2
1990,S,3,-1.5,1.5,24,10,20,2
1991,S,1,-8.5,-12.5,24,17,20,2
1991,S,1,-7.5,-15.5,24,26,20,2
1991,S,1,-6,-17.5,24,18,20,2
1991,S,1,-8.5,-18.5,24,34,20,2
1991,S,1,-5.5,-21,24,6,8,2
1991,S,1,-7.5,-1.5,24,21,53,2
1991,S,1,-2.5,-7.5,24,26,31,2
1991,S,4,-4.5,-7.5,24,17,20,2
1991,N,4,4.5,2.5,24,9,14,2
1991,S,4,-13.5,9.5,24,0,1,2
1991,S,4,-6.5,-19.5,24,27,20,2
1991,S,1,-9.5,-18.5,24,28,20,2
1991,S,1,-5.5,-17.5,24,19,20,2
1991,S,1,-9.5,-15.5,24,24,20,2
1991,S,1,-9.5,-26.5,24,0,1,2
1991,S,1,-6.5,-5.5,24,14,20,2
1991,S,1,0,-22.5,24,5,6,2
1991,S,1,-6.5,-12.5,24,6,20,2
1991,S,1,-2,-13,24,22,24,2
1991,N,1,7.5,-21.5,24,7,20,2
1991,S,2,-7.5,-24.5,24,35,20,2
1991,S,2,-2.5,-21.5,24,21,20,2
1991,S,2,-7.5,-24.5,24,47,20,2
1991,S,2,-7.5,-12.5,24,31,51,2
1991,S,2,-8.5,-16.5,24,27,20,2
1991,S,2,-5.5,-15.5,24,13,20,2
1991,S,2,-9.5,-22.5,24,55,20,2
1991,S,2,-5.5,-24.5,24,23,20,2
1991,S,3,-5.5,-23.5,24,20,20,2
1991,S,3,-7.5,-6.5,24,8,18,2
1991,N,3,12.5,-46.5,24,21,7,2
1991,S,3,-14,-23,24,8,4,2
1991,S,3,-19.5,10.5,24,0,7,2
1991,S,3,-1.5,-27.5,24,92,71,2
1991,N,3,11.5,-27.5,24,11,21,2
1992,S,1,-12.5,-7.5,24,7,9,2
1992,S,1,-6.5,-18.5,24,22,20,2
1992,S,1,-7.5,-16.5,24,14,20,2
1992,S,1,-5.5,-23.5,24,24,20,2
1992,S,1,-5.5,-22.5,24,23,20,2
1992,S,1,-1.5,-18.5,24,20,20,2
1992,S,1,-4.5,-23.5,24,42,20,2
1992,N,1,12.5,-21.5,24,5,19,2
1992,N,1,7.5,-22.5,24,77,86,2
1992,S,4,-12.5,7.5,24,3,37,2
1992,N,4,1,-47.5,24,5,2,2
1992,S,4,-2,-26.5,24,10,16,2
1992,S,4,-18.5,8.5,24,0,20,2
1992,S,4,-9.5,-17.5,24,24,20,2
1992,S,4,-6.5,-17.5,24,20,20,2
1992,S,4,-2.5,-27,24,11,14,2
1992,S,4,-3.5,-6.5,24,10,20,2
1992,S,4,-4.5,-0.5,24,11,20,2
1992,S,4,-3.5,-2.5,24,12,20,2
1992,N,4,7,-17,24,6,8,2
1992,S,1,-8.5,-12,24,24,20,2
1992,S,1,-6.5,-19.5,24,24,20,2
1992,S,1,-6.5,-18.5,24,25,20,2
1992,S,1,-7.5,-7.5,24,22,20,2
1992,N,1,7.5,-27.5,24,18,20,2
1992,N,1,9.5,-25.5,24,8,12,2
1992,S,1,-33.5,-9.5,24,1,1,2
1992,N,1,11.5,-22.5,24,13,35,2
1992,S,2,-9.5,-21.5,24,54,20,2
1992,S,2,-5.5,-23.5,24,27,20,2
1992,S,2,-6.5,-19,24,29,20,2
1992,N,3,5.5,-29.5,24,2,1,2
1992,N,3,10.5,-28.5,24,11,20,2
1992,N,3,12.5,-28,24,13,20,2
1992,S,3,-32,15.5,24,0,2,2
1992,N,3,21,-23.5,24,8,4,2
1993,S,1,-5.5,-11.5,24,10,20,2
1993,S,1,-7.5,-13.5,24,20,20,2
1993,S,1,-9.5,-8.5,24,7,20,2
1993,S,1,-5.5,-5.5,24,12,20,2
1993,S,1,-8.5,-7.5,24,15,20,2
1993,S,4,-2.5,-2.5,24,61,84,2
1993,S,4,-7.5,-11.5,24,3,5,2
1993,S,4,-2.5,-6.5,24,10,20,2
1993,S,1,-9.5,-8.5,24,7,20,2
1993,N,1,6.5,-24,24,21,20,2
1993,N,1,5.5,-29.5,24,18,20,2
1993,N,1,6.5,-26,24,18,20,2
1993,N,1,7.5,-32.5,24,73,73,2
1993,S,1,-6.5,-13.5,24,15,20,2
1993,S,1,-6.5,-10.5,24,19,20,2
1993,N,1,11.5,-22.5,24,4,12,2
1993,N,1,5.5,-25.5,24,16,20,2
1993,S,2,-7.5,-18.5,24,33,20,2
1993,S,2,-2.5,-17.5,24,80,97,2
1993,S,2,-7.5,-18.5,24,41,20,2
1993,S,2,-7.5,-17,24,21,20,2
1993,S,2,-2.5,-12.5,24,27,45,2
1993,S,2,-7.5,-15.5,24,26,20,2
1993,S,2,-8.5,-23.5,24,45,20,2
1993,S,2,-8.5,3,24,7,20,2
1993,N,2,31.5,-28.5,24,18,11,2
1993,N,2,6.5,-26.5,24,4,4,2
1993,S,3,-23,11,24,0,8,2
1993,S,3,-2.5,-22.5,24,14,20,2
1993,N,3,6.5,-28.5,24,11,13,2
1993,S,3,-2,-22.5,24,21,20,2
1993,N,3,2.5,-21,24,24,20,2
1993,S,3,-7.5,-21.5,24,22,20,2
1993,N,3,2.5,-12.5,24,17,28,2
1993,S,3,-2.5,-20.5,24,15,20,2
1993,N,3,4.5,-27.5,24,22,18,2
1994,S,1,-13.5,-0.5,24,3,20,2
1994,S,1,-7.5,-5.5,24,18,20,2
1994,S,1,-8.5,-4.5,24,11,20,2
1994,S,4,-7.5,-22.5,24,67,60,2
1994,S,4,-7.5,10.5,24,1,9,2
1994,S,4,-0.5,-3,24,18,20,2
1994,N,4,7.5,-42.5,24,33,37,2
1994,S,4,-7.5,-24.5,24,23,20,2
1994,S,4,-4.5,-8.5,24,16,20,2
1994,N,4,3,-6,24,3,4,2
1994,N,4,0.5,7.5,24,1,2,2
1994,S,4,-7.5,-18.5,24,27,20,2
1994,S,4,-0.5,-11.5,24,11,18,2
1994,S,4,-4.5,1.5,24,9,20,2
1994,N,4,10.5,-32,24,12,20,2
1994,N,4,13.5,-33,24,6,20,2
1994,N,4,9,-47.5,24,1,2,2
1994,S,1,-5.5,-14.5,24,18,20,2
1994,S,1,-6.5,-19.5,24,21,20,2
1994,S,1,-8.5,-16.5,24,19,20,2
1994,S,1,-8.5,-15.5,24,15,20,2
1994,S,1,-7.5,-19.5,24,26,20,2
1994,S,1,-9.5,-7.5,24,14,20,2
1994,N,1,6.5,-22.5,24,13,20,2
1994,N,1,7.5,-23.5,24,17,20,2
1994,N,1,7.5,-32.5,24,11,11,2
1994,S,1,-5.5,-18.5,24,20,20,2
1994,S,1,-5.5,-15.5,24,0,1,2
1994,S,1,-7.5,-7.5,24,59,91,2
1994,S,1,-2.5,-0.5,24,0,1,2
1994,N,1,7.5,-17.5,24,14,23,2
1994,N,1,6.5,-24.5,24,16,20,2
1994,S,2,-25.5,-18.5,24,4,1,2
1994,S,2,-28.5,6.5,24,53,47,2
1994,S,2,-6.5,-1.5,24,17,31,2
1994,S,2,-5.5,-15.5,24,0,1,2
1994,S,2,-22.5,-0.5,24,13,15,2
1994,S,2,-9.5,-18.5,24,26,20,2
1994,N,2,12.5,-23,24,0,4,2
1994,N,2,38,-29.5,24,2,2,2
1994,S,3,-13.5,-1.5,24,6,14,2
1994,S,3,-27.5,-1.5,24,27,49,2
1994,S,3,-7.5,-22.5,24,108,79,2
1994,N,3,11.5,-28.5,24,7,20,2
1994,N,3,14,-26,24,7,20,2
1994,N,3,9.5,-49.5,24,3,3,2
1994,S,3,-24.5,12.5,24,0,1,2
1994,N,3,13.5,-26.5,24,10,20,2
1994,S,3,-4.5,9.5,24,0,1,2
1994,N,3,21.5,-28,24,14,8,2
1994,N,3,7.5,-22.5,24,26,33,2
1995,S,1,-12.5,-12.5,24,31,25,2
1995,S,1,-9.5,-7.5,24,5,20,2
1995,S,1,-5.5,-8.5,24,10,20,2
1995,S,1,-9.5,-6.5,24,6,20,2
1995,S,1,-5.5,-2.5,24,12,20,2
1995,N,1,9.5,-20.5,24,3,5,2
1995,N,1,8.5,-24,24,19,20,2
1995,S,4,-2,-13.5,24,11,20,2
1995,N,4,2.5,-0.5,24,19,20,2
1995,N,4,22.5,-18.5,24,1,1,2
1995,S,4,-3.5,-7.5,24,17,20,2
1995,S,4,-3.5,-3.5,24,10,20,2
1995,N,4,6.5,-33.5,24,19,25,2
1995,S,4,-8.5,-14.5,24,7,20,2
1995,S,4,-7.5,-13,24,10,20,2
1995,S,4,-9.5,-2.5,24,7,20,2
1995,S,4,-2.5,-6.5,24,11,20,2
1995,S,4,-4.5,1.5,24,10,20,2
1995,N,4,7.5,-22.5,24,42,73,2
1995,N,4,8.5,-26.5,24,10,20,2
1995,S,1,-7.5,-11.5,24,9,20,2
1995,S,1,-8.5,-3.5,24,9,20,2
1995,S,1,-6.5,-1.5,24,6,20,2
1995,S,1,-8.5,7.5,24,1,3,2
1995,N,1,6.5,-24.5,24,18,20,2
1995,N,1,9.5,-28.5,24,15,20,2
1995,S,1,-13.5,-12.5,24,5,5,2
1995,N,1,7.5,-24.5,24,11,20,2
1995,N,1,8.5,-41.5,24,4,7,2
1995,S,2,-5.5,-17.5,24,10,12,2
1995,N,2,7.5,-27.5,24,30,72,2
1995,S,2,-27.5,6.5,24,22,23,2
1995,S,2,-9.5,-17.5,24,27,20,2
1995,S,2,-28.5,11,24,4,18,2
1995,N,2,11.5,-23.5,24,15,44,2
1995,N,2,22,-28.5,24,34,14,2
1995,N,2,8.5,-22,24,8,20,2
1995,N,2,9.5,-23,24,5,20,2
1995,N,3,10.5,-26.5,24,5,20,2
1995,N,3,12.5,-26.5,24,11,20,2
1995,N,3,11.5,-80.5,24,22,7,2
1995,S,3,-7.5,-27.5,24,30,19,2
1995,N,3,1.5,-0.5,24,4,18,2
1995,N,3,12.5,-32.5,24,48,87,2
1995,S,3,-1.5,-22.5,24,55,63,2
1995,N,3,21.5,-27.5,24,36,15,2
1995,N,3,36.5,-36.5,24,5,3,2
1996,S,1,-7.5,-12.5,24,12,20,2
1996,N,1,7.5,-37.5,24,2,2,2
1996,N,1,8.5,-46.5,24,3,2,2
1996,N,4,15.5,-18.5,24,3,20,2
1996,S,4,-12.5,2,24,3,42,2
1996,N,4,41.5,-42.5,24,6,8,2
1996,N,4,7.5,-22,24,14,20,2
1996,N,4,1.5,-6.5,24,5,12,2
1996,N,4,26.5,-22.5,24,81,56,2
1996,S,1,-10.5,-5.5,24,2,6,2
1996,S,1,-9.5,-11.5,24,9,20,2
1996,S,1,-5.5,-13.5,24,12,20,2
1996,S,1,-5.5,-10.5,24,5,20,2
1996,S,1,-8.5,-11.5,24,9,20,2
1996,N,1,31.5,-23.5,24,0,4,2
1996,S,1,-32.5,6.5,24,5,11,2
1996,S,1,-2,-7.5,24,17,26,2
1996,N,1,12.5,-32.5,24,9,20,2
1996,N,1,7.5,-22.5,24,3,20,2
1996,N,1,8.5,-26.5,24,11,20,2
1996,S,2,-26.5,5.5,24,11,20,2
1996,N,2,33.5,-24.5,24,3,20,2
1996,N,2,7.5,-32.5,24,20,30,2
1996,S,2,-27.5,7.5,24,52,97,2
1996,S,2,-37.5,-7.5,24,4,69,2
1996,S,2,-42.5,3.5,24,0,20,2
1996,S,2,-43.5,3.5,24,0,20,2
1996,S,2,-46.5,12.5,24,0,27,2
1996,S,2,-7.5,-17.5,24,20,20,2
1996,S,2,-40.5,-7,24,0,20,2
1996,S,2,-41.5,-1.5,24,0,20,2
1996,S,2,-43.5,-2.5,24,0,20,2
1996,S,2,-44.5,11.5,24,0,20,2
1996,S,3,-0.5,-23.5,24,22,34,2
1996,N,3,10.5,-32,24,8,20,2
1996,N,3,36.5,-17.5,24,8,39,2
1996,N,3,13.5,-36.5,24,15,21,2
1996,N,3,17.5,-28.5,24,19,20,2
1996,N,3,22.5,-22.5,24,129,96,2
1996,S,3,-22.5,9.5,24,0,5,2
1996,S,3,-32.5,10.5,24,0,1,2
1996,N,3,48,-23.5,24,1,8,2
1997,S,1,-13,-16.5,24,2,2,2
1997,N,1,12.5,-22,24,4,30,2
1997,N,1,7.5,-20.5,24,5,20,2
1997,N,1,5.5,-21.5,24,10,20,2
1997,N,1,6.5,-21.5,24,5,20,2
1997,S,4,-2.5,-28.5,24,4,3,2
1997,S,4,-4.5,-1.5,24,3,20,2
1997,S,4,-1.5,-4.5,24,6,20,2
1997,S,4,-6.5,6.5,24,0,1,2
1997,S,4,-7.5,-2.5,24,2,20,2
1997,N,4,13.5,-36.5,24,0,1,2
1997,N,4,16.5,-32.5,24,34,20,2
1997,N,1,17,-37.5,24,8,6,2
1997,N,1,7.5,-23.5,24,10,20,2
1997,N,1,7.5,-20.5,24,5,20,2
1997,N,1,8.5,-20.5,24,3,20,2
1997,S,1,-6.5,-16.5,24,13,20,2
1997,N,1,5.5,-27.5,24,14,20,2
1997,N,2,32.5,-10.5,24,3,20,2
1997,N,2,34.5,-11.5,24,1,20,2
1997,S,2,-7.5,-27.5,24,55,34,2
1997,N,2,14.5,-27.5,24,9,20,2
1997,N,2,32.5,-11.5,24,6,20,2
1997,N,2,30.5,-12.5,24,10,20,2
1997,N,2,33.5,-21.5,24,12,20,2
1997,S,2,-5.5,-15.5,24,8,9,2
1997,S,3,-40.5,3,24,0,14,2
1997,S,3,-8.5,-7.5,24,14,21,2
1997,S,3,-2.5,-12.5,24,2,13,2
1997,S,3,-2.5,2.5,24,8,23,2
1997,N,3,19.5,-17.5,24,4,17,2
1998,S,1,-11.5,-6.5,24,0,7,2
1998,S,1,-5.5,1.5,24,3,12,2
1998,N,1,11.5,-27.5,24,5,20,2
1998,N,1,8.5,-25.5,24,9,20,2
1998,S,4,-19.5,3.5,24,3,20,2
1998,N,4,2.5,-17.5,24,10,19,2
1998,N,4,17.5,-17.5,24,2,20,2
1998,S,4,-9.5,-1.5,24,7,20,2
1998,N,4,44.5,-45.5,24,0,5,2
1998,N,4,43.5,-47,24,0,20,2
1998,S,1,-6.5,-8.5,24,4,20,2
1998,N,1,32.5,-52.5,24,4,5,2
1998,S,1,-37.5,17.5,24,6,15,2
1998,N,1,14.5,-32.5,24,4,20,2
1998,N,1,7.5,-22.5,24,6,20,2
1998,N,2,28.5,-21.5,24,17,20,2
1998,S,2,-27.5,11.5,24,5,22,2
1998,S,2,-7.5,-27.5,24,35,27,2
1998,S,2,-42.5,14,24,0,20,2
1998,S,2,-43.5,8.5,24,0,20,2
1998,N,2,13.5,-26.5,24,5,20,2
1998,N,3,17.5,-18.5,24,1,20,2
1998,N,3,17.5,-32.5,24,52,56,2
1998,S,3,-11.5,6.5,24,0,7,2
1998,S,3,-36.5,19.5,24,0,20,2
1998,S,3,-38.5,17.5,24,3,20,2
1998,S,3,-43.5,5.5,24,0,1,2
1998,S,3,-7.5,-23.5,24,0,1,2
1998,S,3,-15.5,10.5,24,0,1,2
1999,S,4,-25.5,2.5,24,4,20,2
1999,S,4,-1.5,-2.5,24,5,12,2
1999,N,4,12.5,-77.5,24,99,31,2
1999,N,4,20.5,-18.5,24,5,20,2
1999,S,4,-17.5,8.5,24,2,20,2
1999,S,4,-8.5,-7.5,24,0,7,2
1999,N,4,48.5,-43.5,24,0,20,2
1999,N,4,49.5,-40.5,24,0,12,2
1999,N,4,46.5,-44.5,24,0,20,2
1999,N,4,47.5,-47.5,24,0,5,2
1999,N,4,8.5,-47,24,8,8,2
1999,N,4,23.5,-37.5,24,7,3,2
1999,N,4,40.5,-62.5,24,1,20,2
1999,N,4,48.5,-27.5,24,1,79,2
1999,S,1,-14.5,-3.5,24,3,20,2
1999,S,1,-7.5,-16.5,24,8,10,2
1999,N,1,9.5,-24.5,24,4,20,2
1999,N,1,9.5,-20.5,24,3,12,2
1999,N,1,6,-23,24,7,20,2
1999,N,1,6.5,-21.5,24,8,20,2
1999,N,1,27.5,-32.5,24,16,11,2
1999,N,1,31.5,-12.5,24,9,20,2
1999,N,1,6.5,-21.5,24,4,20,2
1999,S,2,-22.5,7.5,24,26,64,2
1999,S,2,-6.5,-26.5,24,26,19,2
1999,N,2,12.5,-27.5,24,3,12,2
1999,N,2,34.5,-8.5,24,2,10,2
1999,N,2,36.5,-8.5,24,0,1,2
1999,N,2,14.5,-72,24,9,2,2
1999,S,2,-41.5,11.5,24,0,20,2
1999,S,3,-44.5,18.5,24,0,20,2
1999,N,3,27.5,-18,24,4,10,2
1999,N,3,11.5,-28,24,9,20,2
1999,N,3,18.5,-19.5,24,4,20,2
1999,N,3,28.5,-31.5,24,7,3,2
2000,S,1,-8.5,-1,24,5,20,2
2000,S,1,-5.5,-3.5,24,7,20,2
2000,S,1,-5.5,-1.5,24,6,20,2
2000,S,1,-5.5,-0.5,24,13,20,2
2000,S,1,-9.5,1.5,24,2,20,2
2000,N,1,27,-42,24,16,10,2
2000,N,1,39.5,-48.5,24,2,1,2
2000,S,4,-14.5,8,24,0,20,2
2000,S,4,-19.5,10.5,24,0,20,2
2000,S,4,-33.5,-47.5,24,19,23,2
2000,S,4,-2.5,-22.5,24,4,16,2
2000,N,4,2,-1.5,24,3,2,2
2000,S,4,-8.5,-27.5,24,41,39,2
2000,N,4,2.5,-18.5,24,38,55,2
2000,S,4,-3.5,7.5,24,2,5,2
2000,N,4,26.5,-38.5,24,41,20,2
2000,S,1,-6.5,-4.5,24,7,20,2
2000,S,1,-6.5,2.5,24,2,20,2
2000,S,1,-5.5,-0.5,24,6,20,2
2000,S,1,-9.5,2,24,3,20,2
2000,N,1,1.5,-22.5,24,16,20,2
2000,N,1,14.5,-34.5,24,11,20,2
2000,N,1,15.5,-45.5,24,1,1,2
2000,S,1,-6.5,3.5,24,9,20,2
2000,N,1,12.5,-31.5,24,3,20,2
2000,N,1,13.5,-31.5,24,5,20,2
2000,N,1,9.5,-28.5,24,7,20,2
2000,N,1,6.5,-29,24,9,20,2
2000,S,2,-3.5,-3.5,24,1,2,2
2000,N,2,15.5,-17.5,24,0,3,2
2000,N,2,7.5,-22.5,24,10,20,2
2000,S,2,-44.5,16.5,24,0,20,2
2000,S,2,-16.5,7.5,24,1,20,2
2000,N,2,27.5,-31.5,24,6,7,2
2000,N,2,27.5,-53.5,24,21,9,2
2000,N,3,11.5,-27.5,24,5,20,2
2000,N,3,30.5,-74.5,24,5,1,2
2000,S,3,-17,10.5,24,0,14,2
2000,N,3,37.5,-62,24,17,6,2
2001,S,1,-8.5,-8.5,24,5,20,2
2001,S,1,-9.5,-4.5,24,1,20,2
2001,N,1,0.5,-1,24,3,6,2
2001,N,1,37.5,-59.5,24,0,1,2
2001,N,4,12.5,-42.5,24,6,14,2
2001,N,4,37,-37.5,24,7,16,2
2001,S,4,-17,7.5,24,2,20,2
2001,S,4,-18.5,5.5,24,2,20,2
2001,N,4,17.5,-17.5,24,1,27,2
2001,N,4,48.5,-46.5,24,0,20,2
2001,N,4,46.5,-48.5,24,0,20,2
2001,N,4,12.5,-27.5,24,13,47,2
2001,N,4,27.5,-22.5,24,42,37,2
2001,N,4,27.5,-42.5,24,56,37,2
2001,N,4,27.5,-53.5,24,8,5,2
2001,N,4,28.5,-63.5,24,2,1,2
2001,N,4,42.5,-46.5,24,0,20,2
2001,N,4,45.5,-48.5,24,0,20,2
2001,S,1,-14.5,-20.5,24,1,1,2
2001,S,1,-12.5,-7.5,24,10,29,2
2001,S,1,-36.5,-53,24,2,4,2
2001,S,1,-6.5,-8.5,24,3,20,2
2001,S,1,-5.5,-3.5,24,5,20,2
2001,S,1,-7.5,-3.5,24,6,20,2
2001,N,1,4.5,-23,24,14,20,2
2001,N,1,1.5,-22.5,24,7,20,2
2001,S,2,-28.5,-9.5,24,2,1,2
2001,S,2,-28.5,6,24,6,20,2
2001,S,2,-27.5,8.5,24,7,20,2
2001,N,2,12.5,-32.5,24,21,74,2
2001,N,2,7.5,-32.5,24,16,38,2
2001,S,2,-44.5,7,24,0,20,2
2001,N,2,7.5,-32.5,24,12,24,2
2001,S,2,-8.5,-33.5,24,22,14,2
2001,N,2,36.5,-47.5,24,7,12,2
2001,N,3,19.5,-27.5,24,16,20,2
2001,S,3,-33.5,16.5,24,0,43,2
2001,S,3,-32.5,12.5,24,5,68,2
2001,N,3,2.5,-22.5,24,40,52,2
2002,N,1,10.5,-31.5,24,8,20,2
2002,N,1,38.5,-47.5,24,1,2,2
2002,S,4,-12.5,7.5,24,2,35,2
2002,S,4,-7.5,7.5,24,4,33,2
2002,S,4,-12.5,-16.5,24,2,3,2
2002,N,4,0.5,-21.5,24,7,20,2
2002,N,4,1.5,-24.5,24,9,20,2
2002,N,1,0.5,-28,24,14,20,2
2002,N,1,27.5,-27.5,24,8,9,2
2002,N,1,6.5,-32.5,24,19,28,2
2002,S,1,-6.5,-18,24,4,20,2
2002,S,1,-1.5,-17.5,24,47,81,2
2002,N,1,14.5,-33.5,24,5,20,2
2002,N,1,11.5,-31,24,6,20,2
2002,N,1,12,-46.5,24,10,10,2
2002,N,1,30.5,-23.5,24,11,20,2
2002,N,1,30.5,-22.5,24,5,20,2
2002,N,1,33,-42.5,24,13,20,2
2002,N,2,2.5,-33.5,24,18,33,2
2002,N,2,38.5,-13.5,24,0,20,2
2002,S,2,-42.5,18.5,24,0,20,2
2002,S,2,-43.5,6.5,24,0,20,2
2002,N,2,12.5,-37.5,24,44,68,2
2002,N,2,18.5,-27.5,24,1,1,2
2002,N,2,27.5,-23.5,24,7,9,2
2002,N,2,32.5,-27.5,24,17,49,2
2002,S,2,-12.5,-17.5,24,3,3,2
2002,N,2,3.5,-27.5,24,15,20,2
2002,S,3,-1.5,-16.5,24,1,3,2
2002,S,3,-2.5,-27.5,24,7,7,2
2002,N,3,3.5,-27.5,24,19,20,2
2002,N,3,4.5,-27,24,14,20,2
2002,N,3,2,-37.5,24,7,10,2
2002,S,3,-2.5,-12.5,24,5,24,2
2002,N,3,12.5,-31.5,24,2,11,2
2003,N,1,2.5,-23.5,24,7,20,2
2003,N,1,27.5,-47.5,24,28,23,2
2003,S,4,-0.5,1.5,24,12,46,2
2003,S,4,-7.5,7.5,24,5,54,2
2003,S,4,-12.5,11.5,24,8,55,2
2003,S,4,-19.5,8.5,24,1,20,2
2003,S,4,-16.5,6.5,24,0,20,2
2003,N,4,2.5,-18,24,7,16,2
2003,N,4,22.5,-18.5,24,3,19,2
2003,N,4,45.5,-22.5,24,0,20,2
2003,N,4,7.5,-22.5,24,3,8,2
2003,S,1,-2.5,-3.5,24,6,15,2
2003,S,1,-44.5,-33.5,24,0,5,2
2003,N,1,2.5,-25.5,24,8,20,2
